[Codys FC2 Universe],,,,,,,,,,
TEAM,Pac 12,South,Arizona St,ASU,77,ARIZ,,,,
TEAM,Pac 12,South,Colorado,COLO,69,BYU,,,,
# AAC,,,,,,,,,,
TEAM,AAC,West,Houston,HOU,77,SMU,,,,
TEAM,AAC,West,Memphis,MEM,77,CIN,,,,
TEAM,AAC,West,SMU,SMU,75,HOU,,,,
TEAM,AAC,West,App State,APP,70,TROY,,,,
TEAM,AAC,West,Navy,NAVY,73,ARMY,,,,
TEAM,AAC,West,Tulane,TULN,66,ECU,,,,
TEAM,AAC,West,Tulsa,TLSA,58,TEM,,,,
TEAM,AAC,East,UCF,UCF,78,USF,,,,
TEAM,AAC,East,Cincinnati,CIN,84,MEM,,,,
TEAM,AAC,East,South Florida,USF,70,UCF,,,,
TEAM,AAC,East,Troy,TROY,65,APP,,,,
TEAM,AAC,East,Temple,TEM,64,TLSA,,,,
TEAM,AAC,East,East Carolina,ECU,67,TULN,,,,
TEAM,AAC,East,Army,ARMY,73,NAVY,,,,
# Coaches,,,,,,,,,,
# Coach format:,Team,Name,Age,Offense,Defense,Recruiting,Training,Off Scheme,Def Scheme,
COACH,ALA,Nick Saban,55,90,90,95,95,Balanced,Balanced,
COACH,ARIZ,Kevin Sumlin,46,70,70,70,70,Pro Style,Conservative,
COACH,ASU,Herm Edwards,53,75,75,75,75,Spread,Conservative,
COACH,ARK,Chad Morris,45,80,80,80,80,Pro Style,Conservative,
COACH,ARMY,Jeff Monken,49,65,65,65,65,Smashmouth,4-6 Bear,
COACH,AUB,Gus Malzahn,47,80,80,75,80,Pro Style,Aggressive,
COACH,BAY,Dave Aranda,40,75,85,80,85,Pro Style,Conservative, 
COACH,BSU,Bryan Harsin,47,75,75,75,75,Pro Style,Conservative,
COACH,BC,Steve Addazio,58,65,65,65,65,Pro Style,Aggressive,
COACH,BYU,Kalani Sitake,47,80,75,65,65,Pro Style,Conservative,
COACH,CAL,Justin Wilcox,49,75,75,75,75,Pro Style,Conservative,
COACH,UCF,Josh Heupel,46,75,75,75,75,Spread,Conservative,
COACH,CIN,Luke Fickell,44,75,85,80,85,Pro Style,Conservative,
COACH,CLEM,Dabo Swinney,50,85,85,80,80,Pro Style,Cover 2,
COACH,COLO,Mike MacIntyre,54,70,70,70,70,Pro Style,Conservative,
COACH,CSU,Mike Bobo,56,65,65,70,70,Pro Style,Conservative,
COACH,DUKE,David Cutcliffe,48,70,70,65,75,Pro Style,Conservative,
COACH,ECU,Scottie Montgomery,55,55,55,55,55,Smashmouth,Conservative,
COACH,UF,Dan Mullen,46,85,80,70,80,Pro Style,Balanced,
COACH,FSU,Willie Taggart,50,70,75,80,70,Pro Style,Conservative,
COACH,UGA,Kirby Smart,45,80,90,90,90,Balanced,Aggressive,
COACH,GT,Paul Johnson,49,60,60,60,60,Smashmouth,Conservative,
COACH,HOU,Major Applewhite,44,65,65,65,65,Spread,Conservative,
COACH,ILL,Lovie Smith,54,70,70,70,80,Pro Style,Conservative,
COACH,IND,Tom Allen,45,75,85,75,75,Spread,Conservative,
COACH,IOWA,Kirk Ferentz,55,70,85,75,85,Balanced,Conservative,
COACH,ISU,Matt Campbell,40,85,75,80,80,Pro Style,Conservative,
COACH,KU,Les Miles,50,75,75,75,75,Pro Style,Conservative,
COACH,KSU,Chris Klieman,49,70,70,70,70,Pro Style,Conservative,
COACH,UK,Mark Stoops,50,80,75,75,80,Smashmouth,Conservative,
COACH,LOU,Bobby Petrino,55,75,75,75,75,Spread,Conservative,
COACH,LSU,Ed Orgeron,47,80,80,85,80,Pro Style,Conservative,
COACH,MD,Mike Locksley,48,65,75,75,75,Balanced,Conservative,
COACH,MEM,Mike Norvell,40,80,80,80,80,Spread,Conservative,
COACH,UM,Manny Diaz,50,70,75,75,75,Balanced,Cover 2,
COACH,MICH,Jim Harbaugh,40,70,85,80,75,Pro Style,Aggressive,
COACH,MSU,Mark Dantonio,60,75,85,80,80,Balanced,Cover 2,
COACH,MINN,PJ Fleck,43,80,70,80,85,Pro Style,Conservative,
COACH,MSST,Mike Leach,50,75,75,80,80,Air Raid,Conservative,
COACH,MIZ,Barry Odom,47,65,65,65,65,Spread,Conservative,
COACH,NAVY,Ken Niumatalolo,46,70,70,70,70,Smashmouth,Conservative,
COACH,NEB,Scott Frost,47,75,75,80,80,Pro Style,Conservative,
COACH,UNC,Mack Brown,50,85,70,85,75,Pro Style,Balanced,
COACH,NCST,Dave Doeren,49,70,70,70,70,Pro Style,Conservative,
COACH,NW,Pat Fitzgerald,45,70,80,80,70,Pro Style,Conservative,
COACH,ND,Brian Kelly,55,85,85,85,85,Balanced,Conservative,
COACH,OSU,Ryan Day,40,90,80,85,90,Spread,Balanced,
COACH,OKL,Lincoln Riley,40,90,75,85,85,Spread,Conservative,
COACH,OKST,Mike Gundy,50,85,85,85,85,Pro Style,Conservative,
COACH,MISS,Matt Luke,40,65,65,65,65,Spread,Conservative,
COACH,ORE,Mario Cristobal,45,75,85,85,80,Pro Style,Conservative,
COACH,ORST,Jonathan Smith,50,70,70,70,70,Pro Style,Conservative,
COACH,PITT,Pat Narduzzi,49,70,70,70,70,Pro Style,Conservative,
COACH,PSU,James Franklin,44,80,80,85,80,Spread,Aggressive,
COACH,PUR,Jeff Brohm,47,85,75,75,80,Pro Style,Conservative,
COACH,RUT,Greg Schiano,50,70,75,75,70,Pro Style,Conservative,
COACH,SCAR,Will Muschamp,50,75,75,75,75,Pro Style,Conservative,
COACH,USF,Charlie Strong,48,75,75,80,70,Spread,Conservative,
COACH,STAN,David Shaw,40,75,75,75,75,Balanced,Conservative,
COACH,SYR,Dino Babers,45,70,70,70,70,Pro Style,Conservative,
COACH,TCU,Gary Patterson,49,80,75,75,80,Spread,Aggressive,
COACH,TEM,Geoff Collins,46,60,60,60,60,Pro Style,Conservative,
COACH,TEN,Jeremy Pruitt,45,75,75,80,75,Pro Style,Conservative,
COACH,TEX,Tom Herman,46,75,70,75,70,Pro Style,Conservative,
COACH,TAMU,Jimbo Fisher,55,85,85,85,85,Pro Style,Conservative,
COACH,TTU,Matt Wells,48,65,65,65,65,Air Raid,Conservative,
COACH,TROY,Neal Brown,52,70,70,70,70,Pro Style,Conservative,
COACH,TULN,Willie Fritz,54,55,55,55,55,Pro Style,Conservative,
COACH,TLSA,Philip Montgomery,53,55,55,55,55,Pro Style,Conservative,
COACH,UCLA,Chip Kelly,50,85,70,75,80,Spread,Conservative,
COACH,USC,Clay Helton,47,75,80,70,75,Pro Style,Conservative,
COACH,UTAH,Kyle Whittingham,49,85,75,75,80,Pro Style,Conservative,
COACH,VAN,Derek Mason,50,60,60,60,60,Pro Style,Conservative,
COACH,UVA,Bronco Mendenhall,47,70,70,70,70,Pro Style,Conservative,
COACH,VT,Justin Fuente,48,70,80,70,80,Pro Style,Conservative,
COACH,WF,Dave Clawson,46,65,65,65,65,Pro Style,Conservative,
COACH,WASH,Chris Petersen,55,70,80,70,75,Balanced,Balanced,
COACH,WSU,Nick Rolovich,40,75,70,65,75,Air Raid,Conservative,
COACH,WVU,Dana Holgorsen,45,80,70,70,75,Pro Style,Conservative,
COACH,WIS,Paul Chryst,50,80,85,80,85,Smashmouth,Balanced,
COACH,WYO,Craig Bohl,50,75,75,75,75,Pro Style,Conservative,
# Coordinators,,,,,,,,,,
# Coordinator:,Team,Name,Age,Playcalling,Position Bonus,Play Bonus,,,,
OC,OSU,Kevin Wilson,51,90,QB,Medium Pass,,,,
DC,OSU,Jeff Hafley,40,85,CB,Medium Pass,,,,
# Players,,,,,,,,,,
# Player format:,Team,Position,Name,Year (String),Height,Weight,Stars,,,
PLAYER,ALA,OL,Jonah Williams,Jr,73,295,7,,,
PLAYER,ALA,TE,Miller Forristall,So,72,240,4,,,
PLAYER,ALA,CB,Saivion Smith,Jr,69,200,6,,,
PLAYER,ALA,QB,Mac Jones,Fr,74,215,5,,,
PLAYER,ALA,LB,Anfernee Jennings,Jr,71,235,6,,,
PLAYER,ALA,LB,Joshua McMillon,Jr,71,235,5,,,
PLAYER,ALA,CB,Shyheim Carter,Jr,69,200,6,,,
PLAYER,ALA,S,Xavier McKinney,So,70,195,4,,,
PLAYER,ALA,LB,Jarez Parks,Fr,71,235,4,,,
PLAYER,ALA,OL,Scott Lashley,So,73,295,4,,,
PLAYER,ALA,LB,Terrell Lewis,Jr,71,235,5,,,
PLAYER,ALA,OL,Deonte Brown,So,73,295,4,,,
PLAYER,ALA,OL,Lester Cotton,Sr,73,295,6,,,
PLAYER,ALA,DL,Quinnen Williams,So,72,285,7,,,
PLAYER,ALA,DL,Phidarian Mathis,Fr,72,285,5,,,
PLAYER,ALA,LB,Cameron Latu,Fr,71,235,4,,,
PLAYER,ALA,CB,Nigel Knott,So,69,200,4,,,
PLAYER,ALA,RB,Najee Harris,So,68,220,6,,,
PLAYER,ALA,RB,Josh Jacobs,Jr,68,220,6,,,
PLAYER,ALA,RB,Brian Robinson,So,68,220,4,,,
PLAYER,ALA,RB,Damien Harris,Sr,68,220,6,,,
PLAYER,ALA,LB,Christopher Allen,So,71,235,4,,,
PLAYER,ALA,K,Skyler DeLong,Fr,67,180,4,,,
PLAYER,ALA,DL,Raekwon Davis,Jr,72,285,7,,,
PLAYER,ALA,CB,Josh Jobe,Fr,69,200,4,,,
PLAYER,ALA,OL,Matt Womack,Jr,73,295,6,,,
PLAYER,ALA,DL,Christian Barmore,Fr,72,285,4,,,
PLAYER,ALA,LB,Christian Miller,Sr,71,235,5,,,
PLAYER,ALA,LB,Mack Wilson,Jr,71,235,6,,,
PLAYER,ALA,LB,Dylan Moses,So,71,235,5,,,
PLAYER,ALA,WR,Henry Ruggs,So,74,205,6,,,
PLAYER,ALA,OL,Alex Leatherwood,So,73,295,5,,,
PLAYER,OKL,QB,Jalen Hurts,Jr,74,215,6,,,
PLAYER,ALA,S,Daniel Wright,So,70,195,4,,,
PLAYER,ALA,LB,Markail Benton,Fr,71,235,4,,,
PLAYER,ALA,LB,Ben Davis,So,71,235,4,,,
PLAYER,ALA,DL,Tevita Musika,Jr,72,285,5,,,
PLAYER,ALA,K,Joseph Bulovas,Fr,67,180,4,,,
PLAYER,ALA,LB,Eyabi Anoma,Fr,71,235,5,,,
PLAYER,ALA,CB,Patrick Surtain,Fr,69,200,4,,,
PLAYER,ALA,TE,Irv Smith,Jr,72,240,6,,,
PLAYER,ALA,QB,Tua Tagovailoa,So,74,215,7,,,
PLAYER,ALA,DL,Stephon Wynn,Fr,72,285,4,,,
PLAYER,ALA,TE,Kedrick James,So,72,240,4,,,
PLAYER,ALA,DL,Isaiah Buggs,Sr,72,285,6,,,
PLAYER,ALA,OL,Ross Pierschbacher,Sr,73,295,7,,,
PLAYER,ALA,OL,Chris Owens,So,73,295,4,,,
PLAYER,ALA,WR,Derek Kief,Sr,74,205,5,,,
PLAYER,ALA,DL,Johnny Dwight,Sr,72,285,5,,,
PLAYER,ALA,DL,LaBryan Ray,So,72,285,4,,,
PLAYER,ALA,OL,Josh Casher,Sr,73,295,5,,,
PLAYER,ALA,LB,Jamey Mosley,Sr,71,235,5,,,
PLAYER,ALA,LB,Ale Kaho,Fr,71,235,4,,,
PLAYER,ALA,TE,Hale Hentges,Sr,72,240,6,,,
PLAYER,ALA,OL,Jedrick Wills,So,73,295,6,,,
PLAYER,ALA,S,Jared Mayden,Jr,70,195,5,,,
PLAYER,ALA,OL,Richie Petitbon,Jr,73,295,5,,,
PLAYER,ALA,WR,Devonta Smith,So,74,205,6,,,
PLAYER,ALA,TE,Major Tennison,So,72,240,4,,,
PLAYER,ALA,WR,Jerry Jeudy,So,74,205,6,,,
PLAYER,ALA,WR,Chadarius Townsend,Fr,74,205,4,,,
PLAYER,ALA,WR,Tyrell Shavers,Fr,74,205,4,,,
PLAYER,ALA,S,Deionte Thompson,Jr,70,195,5,,,
PLAYER,ALA,S,Kyriq McDonald,Fr,70,195,4,,,
PLAYER,ALA,WR,Jaylen Waddle,Fr,74,205,5,,,
PLAYER,ALA,CB,Trevon Diggs,Jr,69,200,6,,,
PLAYER,ALA,CB,Jalyn Armour-Davis,Fr,69,200,4,,,
PLAYER,ALA,WR,Xavian Marks,Sr,74,205,5,,,
PLAYER,ALA,S,Keaton Anderson,Jr,70,195,5,,,
PLAYER,ARIZ,DL,Finton Connolly,Jr,72,285,4,,,
PLAYER,ARIZ,OL,Nathan Eldridge,Jr,73,295,5,,,
PLAYER,ARIZ,S,Demetrius F.,Sr,70,195,5,,,
PLAYER,ARIZ,WR,Tre Adams,Fr,74,205,3,,,
PLAYER,ARIZ,WR,Stanley Berryhill,Fr,74,205,3,,,
PLAYER,ARIZ,CB,Jace Whittaker,Sr,69,200,5,,,
PLAYER,ARIZ,S,Chacho Ulloa,Jr,70,195,4,,,
PLAYER,ARIZ,WR,Shun Brown,Sr,74,205,5,,,
PLAYER,ARIZ,DL,P.J. Johnson,Jr,72,285,4,,,
PLAYER,ARIZ,CB,Malik Hausman,Fr,69,200,3,,,
PLAYER,ARIZ,LB,Tony Fields,So,71,235,3,,,
PLAYER,ARIZ,DL,Jalen Harris,Fr,72,285,3,,,
PLAYER,ARIZ,DL,Sione Taufahema,Jr,72,285,4,,,
PLAYER,ARIZ,OL,Josh McCauley,So,73,295,3,,,
PLAYER,ARIZ,S,Xavier Bell,Fr,70,195,3,,,
PLAYER,ARIZ,DL,Dereck Boles,Sr,72,285,4,,,
PLAYER,ARIZ,CB,Tony Wallace,So,69,200,3,,,
PLAYER,ARIZ,RB,Branden Leon,Jr,68,220,4,,,
PLAYER,ARIZ,CB,McKenzie Barnes,Fr,69,200,3,,,
PLAYER,ARIZ,RB,Anthony Mariscal,Jr,68,220,4,,,
PLAYER,ARIZ,RB,J.J. Taylor,So,68,220,4,,,
PLAYER,ARIZ,WR,Drew Dixon,Fr,74,205,3,,,
PLAYER,ARIZ,K,Josh Pollack,Sr,67,180,5,,,
PLAYER,ARIZ,DL,Lee Anderson,Jr,72,285,4,,,
PLAYER,ARIZ,DL,Justin Belknap,Jr,72,285,4,,,
PLAYER,ARIZ,DL,Mykee Irving,Fr,72,285,3,,,
PLAYER,ARIZ,QB,Jamarye Joiner,Fr,74,215,3,,,
PLAYER,ARIZ,OL,Michael Eletise,So,73,295,3,,,
PLAYER,ARIZ,OL,Tshiyombu Lukusa,So,73,295,3,,,
PLAYER,ARIZ,CB,Lorenzo Burns,So,69,200,4,,,
PLAYER,ARIZ,WR,Devaughn Cooper,So,74,205,3,,,
PLAYER,ARIZ,S,Christian Young,Fr,70,195,3,,,
PLAYER,ARIZ,OL,Donovan Laie,Fr,73,295,3,,,
PLAYER,ARIZ,OL,Bryson Cain,So,73,295,3,,,
PLAYER,ARIZ,OL,Steven Bailey,Jr,73,295,4,,,
PLAYER,ARIZ,LB,Anthony Pandy,So,71,235,3,,,
PLAYER,ARIZ,WR,Cedric Peterson,Jr,74,205,4,,,
PLAYER,ARIZ,CB,Jhevon Hill,Fr,69,200,3,,,
PLAYER,ARIZ,DL,J.B. Brown,So,72,285,3,,,
PLAYER,ARIZ,K,Dylan Klumph,Sr,67,180,5,,,
PLAYER,ARIZ,TE,Jamie Nunley,So,72,240,3,,,
PLAYER,ARIZ,LB,Jacob Colacion,So,71,235,3,,,
PLAYER,ARIZ,QB,Rhett Rodriguez,Fr,74,215,3,,,
PLAYER,ARIZ,QB,Khalil Tate,Jr,74,215,5,,,
PLAYER,ARIZ,QB,Kevin Doyle,Fr,74,215,3,,,
PLAYER,ARIZ,DL,Nahe Sulunga,Fr,72,285,3,,,
PLAYER,ARIZ,S,Tristan Cooper,Jr,70,195,4,,,
PLAYER,ARIZ,OL,Jon Jacobs,So,73,295,3,,,
PLAYER,ARIZ,OL,Layth Friekh,Sr,73,295,5,,,
PLAYER,ARIZ,S,Dayven Coleman,Fr,70,195,3,,,
PLAYER,ARIZ,S,Scottie Young,So,70,195,3,,,
PLAYER,ARIZ,LB,Colin Schooler,So,71,235,4,,,
PLAYER,ARIZ,LB,Issaiah Johnson,Fr,71,235,3,,,
PLAYER,ARIZ,RB,Darrius Smith,So,68,220,3,,,
PLAYER,ARIZ,DL,Kylan Wilborn,So,72,285,4,,,
PLAYER,ARIZ,OL,Cody Creason,Jr,73,295,4,,,
PLAYER,ARIZ,CB,Sammy Morrison,Jr,69,200,4,,,
PLAYER,ARIZ,S,Isaiah Hayes,So,70,195,3,,,
PLAYER,ARIZ,OL,Alex Kosinski,Jr,73,295,4,,,
PLAYER,ARIZ,TE,Jake Peters,Fr,72,240,3,,,
PLAYER,ARIZ,LB,Try Young,So,71,235,3,,,
PLAYER,ARIZ,S,Jarrius Wallace,So,70,195,3,,,
PLAYER,ARIZ,CB,Malcolm Holland,Jr,69,200,4,,,
PLAYER,ARIZ,WR,Shawn Poindexter,Sr,74,205,4,,,
PLAYER,ARIZ,WR,Thomas Marcus,Fr,74,205,3,,,
PLAYER,ARIZ,WR,Brian Casteel,So,74,205,3,,,
PLAYER,ARIZ,RB,Gary Brightwell,So,68,220,3,,,
PLAYER,ARIZ,WR,Tony Ellison,Sr,74,205,4,,,
PLAYER,ARIZ,TE,Bryce Wolma,So,72,240,3,,,
PLAYER,ASU,OL,Roy Hemsley,Jr,73,295,4,,,
PLAYER,ASU,DL,George Lea,Jr,72,285,4,,,
PLAYER,ASU,S,Tyler Whiley,Sr,70,195,4,,,
PLAYER,ASU,QB,Manny Wilkins,Sr,74,215,5,,,
PLAYER,ASU,RB,Eno Benjamin,So,68,220,3,,,
PLAYER,ASU,CB,Paul Lucas,Jr,69,200,4,,,
PLAYER,ASU,S,Jalen Harvey,Sr,70,195,4,,,
PLAYER,ASU,RB,Isaiah Floyd,So,68,220,3,,,
PLAYER,ASU,S,Langston Frederick,So,70,195,3,,,
PLAYER,ASU,WR,Frank Darby,So,74,205,3,,,
PLAYER,ASU,CB,K.J. Jarrell,Fr,69,200,3,,,
PLAYER,ASU,DL,Renell Wren,Sr,72,285,4,,,
PLAYER,ASU,OL,Steven Miller,Jr,73,295,4,,,
PLAYER,ASU,K,Michael Sleep-Dalton,Jr,67,180,5,,,
PLAYER,ASU,CB,Darien Cornay,Jr,69,200,4,,,
PLAYER,ASU,S,Dominique Harrison,Jr,70,195,4,,,
PLAYER,ASU,CB,Chase Lucas,So,69,200,4,,,
PLAYER,ASU,RB,Trelon Smith,So,68,220,3,,,
PLAYER,ASU,WR,Kyle Williams,Jr,74,205,5,,,
PLAYER,ASU,TE,Jared Bubak,So,72,240,3,,,
PLAYER,ASU,LB,Khaylan Kearse-Thomas,Jr,71,235,4,,,
PLAYER,ASU,DL,Jermayne Lole,Fr,72,285,3,,,
PLAYER,ASU,S,Evan Fields,So,70,195,3,,,
PLAYER,ASU,LB,Koron Crump,Sr,71,235,5,,,
PLAYER,ASU,OL,Zach Robertson,Jr,73,295,4,,,
PLAYER,ASU,OL,Alex Losoya,Jr,73,295,4,,,
PLAYER,ASU,LB,Tyler Johnson,Fr,71,235,3,,,
PLAYER,ASU,S,Dasmond Tautalatasi,Sr,70,195,4,,,
PLAYER,ASU,LB,Reggie Hughes,Fr,71,235,3,,,
PLAYER,ASU,S,Aashari Crosswell,Fr,70,195,3,,,
PLAYER,ASU,S,Demonte King,Sr,70,195,4,,,
PLAYER,ASU,OL,Casey Tucker,Sr,73,295,5,,,
PLAYER,ASU,DL,Dougladson Subtyl,Sr,72,285,4,,,
PLAYER,ASU,OL,Jarrett Bell,Fr,73,295,3,,,
PLAYER,ASU,DL,Shannon Forman,So,72,285,3,,,
PLAYER,ASU,CB,Terin Adams,So,69,200,3,,,
PLAYER,ASU,LB,Merlin Robertson,Fr,71,235,3,,,
PLAYER,ASU,K,Brandon Ruiz,So,67,180,4,,,
PLAYER,ASU,DL,Jalen Bates,Jr,72,285,4,,,
PLAYER,ASU,RB,Brock Sturges,Fr,68,220,3,,,
PLAYER,ASU,QB,Dillon Sterling-Cole,So,74,215,3,,,
PLAYER,ASU,TE,Tommy Hudson,Jr,72,240,4,,,
PLAYER,ASU,DL,D.J. Davidson,Fr,72,285,3,,,
PLAYER,ASU,LB,Darien Butler,Fr,71,235,3,,,
PLAYER,ASU,OL,Cole Cabral,Jr,73,295,4,,,
PLAYER,ASU,OL,Cade Cote,Jr,73,295,4,,,
PLAYER,ASU,OL,Tyson Rising,Sr,73,295,4,,,
PLAYER,ASU,TE,Ceejhay French-Love,Sr,72,240,4,,,
PLAYER,ASU,LB,Kyle Soelle,Fr,71,235,3,,,
PLAYER,ASU,LB,Malik Lawal,Jr,71,235,4,,,
PLAYER,ASU,DL,Jordan Hoyt,Sr,72,285,4,,,
PLAYER,ASU,LB,Stanley Lambert,Fr,71,235,3,,,
PLAYER,ASU,DL,Darius Slade,Jr,72,285,4,,,
PLAYER,ASU,DL,Michael Matus,Fr,72,285,3,,,
PLAYER,ASU,S,Ty Thomas,So,70,195,3,,,
PLAYER,ASU,RB,A.J. Carter,Fr,68,220,3,,,
PLAYER,ASU,QB,Ryan Kelley,Fr,74,215,3,,,
PLAYER,ASU,WR,Geordon Porter,Fr,74,205,3,,,
PLAYER,ASU,OL,Quinn Bailey,Sr,73,295,5,,,
PLAYER,ASU,CB,Kobe Williams,Jr,69,200,4,,,
PLAYER,ASU,WR,N'Keal Harry,Jr,74,205,5,,,
PLAYER,ASU,WR,Terrell Chatman,Jr,74,205,4,,,
PLAYER,ASU,LB,Nick Ralston,Jr,71,235,4,,,
PLAYER,ASU,WR,Brandon Aiyuk,Jr,74,205,4,,,
PLAYER,ASU,S,Joey Bryant,Sr,70,195,4,,,
PLAYER,ASU,WR,Ryan Newsome,Jr,74,205,4,,,
PLAYER,ASU,WR,John Humphrey,Jr,74,205,4,,,
PLAYER,ASU,LB,JayJay Wilson,Sr,71,235,4,,,
PLAYER,ASU,WR,Curtis Hodges,So,74,205,3,,,
PLAYER,ARK,OL,Hjalte Froholdt,Sr,73,295,5,,,
PLAYER,ARK,QB,Cole Kelley,So,74,215,3,,,
PLAYER,ARK,K,Blake Johnson,Jr,67,180,5,,,
PLAYER,ARK,S,Kevin Richardson,Sr,70,195,5,,,
PLAYER,ARK,CB,Jarques McClellion,Fr,69,200,3,,,
PLAYER,ARK,S,Santos Ramirez,Sr,70,195,5,,,
PLAYER,ARK,K,Reid Bauer,Fr,67,180,3,,,
PLAYER,ARK,CB,Montaric Brown,Fr,69,200,3,,,
PLAYER,ARK,DL,Dorian Gerald,So,72,285,3,,,
PLAYER,ARK,DL,Gabe Richardson,Jr,72,285,4,,,
PLAYER,ARK,DL,Billy Ferrell,Fr,72,285,3,,,
PLAYER,ARK,DL,Armon Watts,Sr,72,285,4,,,
PLAYER,ARK,DL,Nick Fulwider,Fr,72,285,3,,,
PLAYER,ARK,LB,Alexy Jean-Baptiste,So,71,235,3,,,
PLAYER,ARK,DL,Randy Ramsey,Sr,72,285,5,,,
